"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1130,"CJ-II-m-B-07620","CJ","II","m","B",7620,127,"CLUJ",56666,"comună","CĂIEȘU",56719,"GÂRBĂUL DEJULUI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.238022,23.908281,398,156,,407159,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1049,"CJ-II-m-B-07552","CJ","II","m","B",7552,127,"CLUJ",56773,"comună","CĂTINA",56782,"CĂTINA","Biserica romano - catolică ""A tuturor sfinților""",46.845238,24.16191,322,32,,407170,,,"Patrimoniu religios","Clădire de cult","Biserică",1796,,,,"-",,
1120,"CJ-II-m-B-07612","CJ","II","m","B",7612,127,"CLUJ",56773,"comună","CĂTINA",56808,"FELDIOARA","Biserica reformată",46.884027,24.151853,343,105,,407172,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV - XVI",,,,"-",,
1066,"CJ-II-m-B-07565","CJ","II","m","B",7565,127,"CLUJ",56988,"comună","CHINTENI",56997,"CHINTENI","Biserica romano-catolică ""A Tuturor Sfinților""",46.860294,23.540765,475,65,,407205,,,"Patrimoniu religios","Clădire de cult","Biserică",1796,,,,"Stare bună",,
1119,"CJ-II-m-B-07611","CJ","II","m","B",7611,127,"CLUJ",56988,"comună","CHINTENI",57010,"FEIURDENI","Biserica ortodoxă",46.879804,23.622736,388,112,,407207,,,"Patrimoniu religios","Clădire de cult","Biserică","1927 - 1928",,,,"Stare medie",,
1215,"CJ-II-m-B-07700","CJ","II","m","B",7700,127,"CLUJ",56988,"comună","CHINTENI",57029,"MĂCICAȘU","Conac",46.893043,23.567585,409,120,,407208,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII",,,,"Stare medie",,
1275,"CJ-II-m-B-07750","CJ","II","m","B",7750,127,"CLUJ",56988,"comună","CHINTENI",57056,"SĂLIȘTEA VECHE","Biserica de lemn",46.893493,23.466119,431,,,407212,,,"Patrimoniu religios","Clădire de cult","Biserică","1589 -1600",,,,"-",,
1335,"CJ-II-m-B-07808","CJ","II","m","B",7808,127,"CLUJ",56988,"comună","CHINTENI",57074,"VECHEA","Biserica de lemn ""Adormirea Maicii Domnului""",46.895275,23.505857,537,,,407214,,,"Patrimoniu religios","Clădire de cult","Biserică",1726,,,,"Stare medie",,
1067,"CJ-II-m-B-07566","CJ","II","m","B",7566,127,"CLUJ",57083,"comună","CHIUIEȘTI",57092,"CHIUIEȘTI","Biserica de lemn ""Sfânta Cruce"" a mănăstirii Strâmbu",,,,,,407215,,,"Patrimoniu religios","Clădire de cult","Biserică","sf. sec. XVIII",,,,"-",,
1294,"CJ-II-m-B-07769","CJ","II","m","B",7769,127,"CLUJ",57083,"comună","CHIUIEȘTI",57136,"STRÂMBU","Biserica de lemn ""Sf. Apostoli Petru și Pavel""",,,,,,407219,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1295,"CJ-II-m-B-07770","CJ","II","m","B",7770,127,"CLUJ",57083,"comună","CHIUIEȘTI",57136,"STRÂMBU","Biserica ""Sf. Arhangheli""",47.343592,23.953338,476,110,,407219,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"-",,
1069,"CJ-II-a-A-07568","CJ","II","a","A",7568,127,"CLUJ",57163,"comună","CIUCEA",57172,"CIUCEA","Ansamblul ""Octavian Goga""",46.948629,22.814907,462,5,,407225,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX - XX",,,,"-",,
1070,"CJ-II-m-A-07568.01","CJ","II","m","A",7568.01,127,"CLUJ",57163,"comună","CIUCEA",57172,"CIUCEA","Conacul Octavian Goga",46.94846,22.81428,462,5,,407225,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX - XX",,,,"-",,
1071,"CJ-II-m-A-07568.02","CJ","II","m","A",7568.02,127,"CLUJ",57163,"comună","CIUCEA",57172,"CIUCEA","Biserica ortodoxă",46.948237,22.815245,475,5,,407225,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX - XX",,,,"-",,
1264,"CJ-II-m-A-07690","CJ","II","m","A",7690,127,"CLUJ",57225,"comună","CIURILA",57270,"PRUNIȘ","Castelul Veres",46.638208,23.563963,577,,,407234,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII-XIX",,,,"Colaps","Construcția a fost clasată în mod eronat și a fost declasată ulterior. Construcția nu mai există.",
1253,"CJ-II-m-B-07732","CJ","II","m","B",7732,127,"CLUJ",57225,"comună","CIURILA",57261,"PĂDURENI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.607017,23.557607,623,,,407233,,,"Patrimoniu religios","Clădire de cult","Biserică",1750,,,,"Stare medie","alterata prin interventii",
1273,"CJ-II-m-B-07748","CJ","II","m","B",7748,127,"CLUJ",57225,"comună","CIURILA",57298,"SĂLIȘTE","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.65027,23.582925,661,3,,407237,,,"Patrimoniu religios","Clădire de cult","Biserică",1754,,,,"Stare medie",,
1235,"CJ-II-m-B-07717","CJ","II","m","B",7717,127,"CLUJ",57314,"comună","CÂȚCĂU",57332,"MUNCEL","Biserica de lemn ""Sf. Nicolae""",47.25881,23.76618,471,93,,407181,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie","Coordonate neverificate.",
1272,"CJ-II-m-B-07747","CJ","II","m","B",7747,127,"CLUJ",57314,"comună","CÂȚCĂU",57341,"SĂLIȘCA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil"", din Deal",47.222219,23.822922,278,171,,407182,,,"Patrimoniu religios","Clădire de cult","Biserică",1680,,,,"-",,
1076,"CJ-II-m-B-07573","CJ","II","m","B",7573,127,"CLUJ",57350,"comună","COJOCNA",57369,"COJOCNA","Biserica de lemn ""Intrarea în Biserică""",46.74784,23.825329,400,"Str. Bisericii Ortodoxe 2",,407240,,,"Patrimoniu religios","Clădire de cult","Biserică",1796,,,,"Stare medie",,
1077,"CJ-II-m-B-07574","CJ","II","m","B",7574,127,"CLUJ",57350,"comună","COJOCNA",57369,"COJOCNA","Biserica reformată",46.749937,23.835335,325,"Str. Republicii 116",,407240,,,"Patrimoniu religios","Clădire de cult","Biserică","1822 - 1825",,,,"Stare bună",,
1082,"CJ-II-m-B-07579","CJ","II","m","B",7579,127,"CLUJ",57449,"comună","CORNEȘTI",57458,"CORNEȘTI","Biserica romano -catolică ""Sf. Maria Mare""",47.032419,23.680341,341,12,,407250,,,"Patrimoniu religios","Clădire de cult","Biserică",1725,,,,"-",,
1203,"CJ-II-m-B-07691","CJ","II","m","B",7691,127,"CLUJ",57449,"comună","CORNEȘTI",57485,"LUJERDIU","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.967006,23.714819,345,199,,407253,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVI",,,,"-",,
1291,"CJ-II-m-B-07766","CJ","II","m","B",7766,127,"CLUJ",57449,"comună","CORNEȘTI",57500,"STOIANA","Biserica reformată",47.017019,23.687364,330,7,,407256,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"-",,
1307,"CJ-II-a-B-07782","CJ","II","a","B",7782,127,"CLUJ",57449,"comună","CORNEȘTI",57519,"TIOCU DE JOS","Ansamblul bisericii reformate",47.057476,23.660048,363,12,,407257,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV-XVIII",,,,"-",,
1308,"CJ-II-m-B-07782.01","CJ","II","m","B",7782.01,127,"CLUJ",57449,"comună","CORNEȘTI",57519,"TIOCU DE JOS","Biserica reformată",47.057623,23.660094,363,12,,407257,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV",,,,"-",,
1309,"CJ-II-m-B-07782.02","CJ","II","m","B",7782.02,127,"CLUJ",57449,"comună","CORNEȘTI",57519,"TIOCU DE JOS","Clopotnița bisericii reformate",47.057595,23.659938,363,12,,407257,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX",,,,"-",,
1310,"CJ-II-m-B-07783","CJ","II","m","B",7783,127,"CLUJ",57449,"comună","CORNEȘTI",57528,"TIOCU DE SUS","Biserica reformată",47.077316,23.64661,400,71,,407258,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"Stare medie",,
1311,"CJ-II-m-B-07784","CJ","II","m","B",7784,127,"CLUJ",57449,"comună","CORNEȘTI",57537,"TIOLTIUR","Biserica ortodoxă",47.014017,23.717932,358,"134A",,407259,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVI-XVIII",,,,"-",,
1312,"CJ-II-m-B-07785","CJ","II","m","B",7785,127,"CLUJ",57449,"comună","CORNEȘTI",57537,"TIOLTIUR","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.011885,23.71512,370,145,,407259,,,"Patrimoniu religios","Clădire de cult","Biserică",1800,,,,"-",,
1093,"CJ-II-m-B-07588","CJ","II","m","B",7588,127,"CLUJ",57546,"comună","DĂBÂCA",57555,"DĂBÂCA","Conacul Rhedey",46.972941,23.677646,322,158,,407265,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII",,,,"-",,
1094,"CJ-II-m-B-07589","CJ","II","m","B",7589,127,"CLUJ",57546,"comună","DĂBÂCA",57555,"DĂBÂCA","Biserica reformată",46.970789,23.673393,325,312,,407265,,,"Patrimoniu religios","Clădire de cult","Biserică",1743,,,,"-",,
1204,"CJ-II-a-B-07692","CJ","II","a","B",7692,127,"CLUJ",57546,"comună","DĂBÂCA",57564,"LUNA DE JOS","Ansamblul castelului Teleki",46.937427,23.745844,288,17,,407266,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII",,,,"Stare medie",,
1205,"CJ-II-m-B-07692.01","CJ","II","m","B",7692.01,127,"CLUJ",57546,"comună","DĂBÂCA",57564,"LUNA DE JOS","Castel, azi Sanatoriul TBC",46.937641,23.746273,288,17,,407266,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII",,,,"Stare medie","Nu este accesibil pentru vizitare.",
1206,"CJ-II-m-B-07692.02","CJ","II","m","B",7692.02,127,"CLUJ",57546,"comună","DĂBÂCA",57564,"LUNA DE JOS","Turnul de vânătoare",46.937333,23.744033,288,17,,407266,,,"Patrimoniu reprezentativ","Clădire pentru sport","Turn","sec. XVIII",,,,"Pre-colaps",,
1208,"CJ-II-m-B-07693","CJ","II","m","B",7693,127,"CLUJ",57546,"comună","DĂBÂCA",57564,"LUNA DE JOS","Biserica reformată",46.937013,23.748055,290,19,,407266,,,"Patrimoniu religios","Clădire de cult","Biserică",1727,,,,"Stare medie",,
1207,"CJ-II-s-B-07692.03","CJ","II","s","B",7692.03,127,"CLUJ",57546,"comună","DĂBÂCA",57564,"LUNA DE JOS","Parcul",46.937648,23.745155,287,17,,407266,,,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)",,"sec. XIX",,,,"Stare medie",,
1121,"CJ-II-m-A-07613","CJ","II","m","A",7613,127,"CLUJ",57582,"comună","FELEACU",57591,"FELEACU","Biserica ""Cuvioasa Paraschiva"" a Episcopiei Feleacului și Vadului",46.716929,23.618232,698,475,,407270,,,"Patrimoniu religios","Clădire de cult","Biserică",1486,,,,"-",,
1132,"CJ-II-m-B-07622","CJ","II","m","B",7622,127,"CLUJ",57582,"comună","FELEACU",57617,"GHEORGHIENI","Biserica romano -catolică",46.710894,23.693213,580,280,,407272,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"-",,
1241,"CJ-II-m-A-07722","CJ","II","m","A",7722,127,"CLUJ",57644,"comună","FIZEȘU GHERLII",57680,"NICULA","Biserica de lemn ""Adormirea Maicii Domnului""",47.001898,23.956405,428,253,,407278,,,"Patrimoniu religios","Clădire de cult","Biserică",1650,,,,"Stare bună",,
1125,"CJ-II-m-B-07615","CJ","II","m","B",7615,127,"CLUJ",57644,"comună","FIZEȘU GHERLII",57653,"FIZEȘU GHERLII","Biserica reformată",47.025438,23.987995,268,315,,407275,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"Stare medie",,
1126,"CJ-II-m-B-07616","CJ","II","m","B",7616,127,"CLUJ",57706,"comună","FLOREȘTI",57715,"FLOREȘTI","Biserica romano - catolică",46.744878,23.487272,370,"Str. Iancu Avram 217",,407280,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV - XV",,,,"Stare bună",,
1209,"CJ-II-m-B-07694","CJ","II","m","B",7694,127,"CLUJ",57706,"comună","FLOREȘTI",57724,"LUNA DE SUS","Biserica reformată",46.742683,23.431566,394,219,,407281,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1303,"CJ-II-m-B-07778","CJ","II","m","B",7778,127,"CLUJ",57706,"comună","FLOREȘTI",57733,"TăUȚI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.711266,23.505272,446,47,,407282,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX",,,,"-",,
1127,"CJ-II-m-B-07617","CJ","II","m","B",7617,127,"CLUJ",57742,"comună","FRATA",57751,"FRATA","Biserica de lemn ""Pogorârea Sf. Duh""",46.700353,24.060828,384,403,,407285,,,"Patrimoniu religios","Clădire de cult","Biserică",1827,,,,"-",,
1019,"CJ-II-m-B-07529","CJ","II","m","B",7529,127,"CLUJ",57742,"comună","FRATA",57760,"BERCHIEȘU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.727362,24.037857,350,54,,407286,,,"Patrimoniu religios","Clădire de cult","Biserică",1747,,,,"-",,
1131,"CJ-II-m-B-07621","CJ","II","m","B",7621,127,"CLUJ",57831,"comună","GEACA",57840,"GEACA","Castelul Beldi",46.858456,24.089637,306,364,,407300,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XIX",,,,"-",,
1200,"CJ-II-m-B-07687","CJ","II","m","B",7687,127,"CLUJ",57831,"comună","GEACA",57868,"LACU","Biserica de lemn ""Cuvioasa Paraschiva""",46.881771,24.108141,334,68,,407302,,,"Patrimoniu religios","Clădire de cult","Biserică",1771,,,,"-",,
1201,"CJ-II-m-B-07688","CJ","II","m","B",7688,127,"CLUJ",57831,"comună","GEACA",57877,"LEGII","Biserica reformată",46.855367,24.048311,317,83,,407303,,,"Patrimoniu religios","Clădire de cult","Biserică",1849,,,,"-",,
1184,"CJ-II-a-B-07673","CJ","II","a","B",7673,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Castelul Wass -Banffy",46.756867,23.38368,427,"Str. Principală",,407310,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XV - XIX",,,,"Stare medie","Nu este accesibil pentru vizitare.",
1183,"CJ-II-m-B-07672","CJ","II","m","B",7672,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Conacul Gallus",46.756842,23.385244,410,"Str. Principală",,407310,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie","Proprietate privată.",
1185,"CJ-II-m-B-07673.01","CJ","II","m","B",7673.01,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Castelul Wass -Banffy, azi Liceul Gilău",46.756688,23.382424,427,"Str. Principală",,407310,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XV",,,,"Stare medie",,
1186,"CJ-II-m-B-07673.02","CJ","II","m","B",7673.02,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Conac, azi internatul Liceului Gilău",46.75564,23.385061,406,"Str. Principală",,407310,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie",,
1187,"CJ-II-m-B-07673.03","CJ","II","m","B",7673.03,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Șură",46.757352,23.382179,426,"Str. Principală",,407310,,,"Patrimoniu preindustrial prelucrător","Clădire cu alte funcțiuni",,"sec. XVIII",,,,"-","Posibilă eroare de cod LMI la identificare.",
1188,"CJ-II-m-B-07673.04","CJ","II","m","B",7673.04,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Șură",46.758145,23.383072,412,"Str. Principală",,407310,,,"Patrimoniu preindustrial prelucrător","Clădire cu alte funcțiuni",,"sec. XIX",,,,"Stare medie","Posibilă eroare de cod LMI la identificare.",
1189,"CJ-II-s-B-07673.05","CJ","II","s","B",7673.05,127,"CLUJ",57902,"comună","GILĂU",57911,"GILĂU","Parcul castelului",46.756689,23.380412,431,"Str. Principală",,407310,,,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)",,"sec. XIX",,,,"Stare medie","Nu este accesibil pentru vizitare.",
1289,"CJ-II-m-B-07764","CJ","II","m","B",7764,127,"CLUJ",57902,"comună","GILĂU",57939,"SOMEȘU RECE","Biserica de lemn ""Pogorârea Sf. Duh""",,,,71,,407312,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1128,"CJ-II-m-B-07618","CJ","II","m","B",7618,127,"CLUJ",57948,"comună","GÂRBĂU",57957,"GÂRBĂU","Biserica de lemn Gârbău",46.831281,23.351704,421,173,,407295,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX",,,,"-",,
1129,"CJ-II-m-B-07619","CJ","II","m","B",7619,127,"CLUJ",57948,"comună","GÂRBĂU",57957,"GÂRBĂU","Conacul Laszay",46.831612,23.35368,418,178,,407295,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"-",,
1238,"CJ-II-m-B-07719","CJ","II","m","B",7719,127,"CLUJ",57948,"comună","GÂRBĂU",57975,"NĂDĂȘELU","Conacul Lazsay-Filip",46.828016,23.412897,395,62,,407297,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII-XIX",,,,"-",,
1338,"CJ-II-a-B-07811","CJ","II","a","B",7811,127,"CLUJ",57948,"comună","GÂRBĂU",57984,"VIȘTEA","Ansamblul bisericii reformate",46.801619,23.400797,421,179,,407299,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVI",,,,"-",,
1339,"CJ-II-m-B-07811.01","CJ","II","m","B",7811.01,127,"CLUJ",57948,"comună","GÂRBĂU",57984,"VIȘTEA","Biserica reformată",46.801703,23.400614,421,179,,407299,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVI",,,,"-",,
1340,"CJ-II-m-B-07811.02","CJ","II","m","B",7811.02,127,"CLUJ",57948,"comună","GÂRBĂU",57984,"VIȘTEA","Clopotnița bisericii reformate",46.801566,23.400523,423,179,,407299,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XIX",,,,"-",,
1329,"CJ-II-m-B-07802","CJ","II","m","B",7802,127,"CLUJ",57948,"comună","GÂRBĂU",57993,"TUREA","Conacul Banffy",46.84949,23.352337,422,14,,407298,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVII",,,,"-",,
1193,"CJ-II-m-B-07680","CJ","II","m","B",7680,127,"CLUJ",58008,"comună","IARA",58017,"IARA","Conacul Teleki",46.55541,23.515699,463,,,407315,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie","locuinta -proprietate privata. Puternic alterat.",
1194,"CJ-II-m-B-07681","CJ","II","m","B",7681,127,"CLUJ",58008,"comună","IARA",58017,"IARA","Conacul Beldi",46.555168,23.51663,462,,,407315,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie","locuinta -proprietate privata",
1195,"CJ-II-m-B-07682","CJ","II","m","B",7682,127,"CLUJ",58008,"comună","IARA",58017,"IARA","Conacul Kémény",46.554105,23.5168,460,,,407315,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie","locuinta - proprietate privata",
1196,"CJ-II-m-B-07683","CJ","II","m","B",7683,127,"CLUJ",58008,"comună","IARA",58017,"IARA","Biserica unitariană",46.555439,23.514345,464,"Str. Libertății 394",,407315,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV, ref.sec. XVIII",,,,"Stare medie",,
1036,"CJ-II-m-B-07537","CJ","II","m","B",7537,127,"CLUJ",58008,"comună","IARA",58035,"BORZEȘTI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.539403,23.61167,621,116,,407317,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
700,"CJ-II-a-B-21097.08","CJ","II","a","B",21097.08,127,"CLUJ",58008,"comună","IARA",58044,"BURU","Buru gară",46.508671,23.602485,370,,,407318,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"Stare bună","locuinta -proprietate privata",
701,"CJ-II-a-B-21097.09","CJ","II","a","B",21097.09,127,"CLUJ",58008,"comună","IARA",58044,"BURU","Buru canton",46.508656,23.591369,384,,,407318,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"Stare medie",,
702,"CJ-II-a-B-21097.10","CJ","II","a","B",21097.1,127,"CLUJ",58008,"comună","IARA",58071,"LUNGEȘTI","Lungești canton",,,,,,407322,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-",,
1216,"CJ-II-m-B-07701","CJ","II","m","B",7701,127,"CLUJ",58008,"comună","IARA",58099,"MăGURA IERII","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.541697,23.584408,545,41,,407324,,,"Patrimoniu religios","Clădire de cult","Biserică",1783,,,,"-",,
703,"CJ-II-a-B-21097.11","CJ","II","a","B",21097.11,127,"CLUJ",58008,"comună","IARA",58106,"OCOLIȘEL","Ocolișel haltă",,,,,,407326,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-",,
704,"CJ-II-a-B-21097.12","CJ","II","a","B",21097.12,127,"CLUJ",58008,"comună","IARA",58106,"OCOLIȘEL","Tunel",,,,,,407326,,,"Patrimoniu transporturilor",,,,,,,"-",,
1247,"CJ-II-m-B-07728","CJ","II","m","B",7728,127,"CLUJ",58008,"comună","IARA",58106,"OCOLIȘEL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.516581,23.482029,499,85,,407326,,,"Patrimoniu religios","Clădire de cult","Biserică",1852,,,,"-",,
1299,"CJ-II-m-B-07774","CJ","II","m","B",7774,127,"CLUJ",58008,"comună","IARA",58115,"SURDUC","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.540257,23.549459,442,35,,407327,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Pre-colaps",,
1197,"CJ-II-m-B-07684","CJ","II","m","B",7684,127,"CLUJ",58142,"comună","ICLOD",58151,"ICLOD","Biserica ""înălțarea Domnului""",46.979812,23.808364,267,388,,407335,,,"Patrimoniu religios","Clădire de cult","Biserică",1791,,,,"Stare medie",,
1248,"CJ-II-a-B-07729","CJ","II","a","B",7729,127,"CLUJ",58142,"comună","ICLOD",58197,"ORMÁN","Ansamblul bisericii reformate",47.046783,23.816847,322,164,,407339,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"-",,
1249,"CJ-II-m-B-07729.01","CJ","II","m","B",7729.01,127,"CLUJ",58142,"comună","ICLOD",58197,"ORMÁN","Biserica reformată",47.046886,23.816831,322,164,,407339,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"-",,
1250,"CJ-II-m-B-07729.02","CJ","II","m","B",7729.02,127,"CLUJ",58142,"comună","ICLOD",58197,"ORMÁN","Clopotnița bisericii reformate",,,322,164,,407339,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX",,,,"-",,
1198,"CJ-II-m-B-07685","CJ","II","m","B",7685,127,"CLUJ",58204,"comună","IZVORU CRIȘULUI",58213,"IZVORU CRIȘULUI","Biserica reformată",46.838475,23.107046,597,285,,407340,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"Stare medie",,
1237,"CJ-II-m-B-07718","CJ","II","m","B",7718,127,"CLUJ",58204,"comună","IZVORU CRIȘULUI",58222,"NADăȘU","Biserica de lemn ""Sf. Arhangheli""",46.855611,23.149513,538,14,,407341,,,"Patrimoniu religios","Clădire de cult","Biserică","1720- 1730",,,,"-",,
1199,"CJ-II-m-B-07686","CJ","II","m","B",7686,127,"CLUJ",58259,"comună","JUCU",58268,"JUCU DE SUS","Castel, azi școală generală",46.860679,23.791457,303,"463-464",,407354,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","sec. XIX",,,,"Stare medie",,
1210,"CJ-II-m-B-07695","CJ","II","m","B",7695,127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.463805,23.953783,290,278,,407362,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1211,"CJ-II-m-B-07696","CJ","II","m","B",7696,127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Biserica reformată",46.472284,23.950915,284,401,,407362,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare bună",,
1212,"CJ-II-m-B-07697","CJ","II","m","B",7697,127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Castelul Kémény",46.473603,23.951789,282,402,,407362,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII",,,,"Pre-colaps",,
1213,"CJ-II-m-B-07698","CJ","II","m","B",7698,127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Conacul Kémény",46.479523,23.944004,281,428,,407362,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac",1815,,,,"Colaps","utilizat pentru parcare camioane",
1224,"CJ-II-m-A-07706","CJ","II","m","A",7706,127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58400,"MĂNĂSTIRENI","Biserica reformată",46.779823,23.088352,730,307,,407370,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII, ref. sec. XVIII",,,,"-",,
1223,"CJ-II-m-B-07705","CJ","II","m","B",7705,127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58400,"MĂNĂSTIRENI","Conacul Kornis",46.78153,23.083696,725,30,,407370,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"-",,
